etiqueta,frame,nose,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,mid_shoulder,mid_hip
subject_02,34,"[490.25836181640625, 112.2538070678711, 0.3955324590206146]","[512.9811401367188, 139.80938720703125, 0.2166498750448227]","[498.6298828125, 136.21517944335938, 0.15093252062797546]","[512.3831787109375, 177.54852294921875, 0.43034446239471436]","[502.8156433105469, 175.75143432617188, 0.030299125239253044]","[502.8156433105469, 206.30215454101562, 0.547915518283844]","[493.2481994628906, 193.1234130859375, 0.06367872655391693]","[510.5892333984375, 201.5098876953125, 0.07917013019323349]","[494.4441223144531, 198.5147247314453, 0.09305243194103241]","[512.9811401367188, 259.01715087890625, 0.21138009428977966]","[476.5050964355469, 251.82876586914062, 0.27182766795158386]","[519.5587768554688, 308.137939453125, 0.20761628448963165]","[483.6806945800781, 301.548583984375, 0.1976923793554306]","[505.8055114746094, 138.0122833251953]","[502.51666259765625, 200.01229858398438]"
subject_02,35,"[484.8741455078125, 112.45256042480469, 0.5664581060409546]","[506.3946533203125, 140.5999755859375, 0.25522494316101074]","[492.6454162597656, 137.00668334960938, 0.16632112860679626]","[506.9924011230469, 175.93394470214844, 0.5601847171783447]","[495.6343688964844, 175.93394470214844, 0.04998166114091873]","[495.6343688964844, 206.4768829345703, 0.44788119196891785]","[486.6675109863281, 196.29591369628906, 0.06458695977926254]","[506.3946533203125, 201.68585205078125, 0.08092021197080612]","[488.4609069824219, 196.89479064941406, 0.08099842071533203]","[509.98138427734375, 256.78289794921875, 0.24258477985858917]","[471.72271728515625, 253.7884979248047, 0.2081175446510315]","[518.9482421875, 306.4900207519531, 0.2379899024963379]","[466.34259033203125, 305.8911437988281, 0.18548350036144257]","[499.52001953125, 138.80332946777344]","[497.42779541015625, 199.29031372070312]"
subject_02,36,"[479.16473388671875, 112.87877655029297, 0.590922474861145]","[500.0849304199219, 141.6140899658203, 0.30000877380371094]","[488.1305236816406, 138.02218627929688, 0.16875244677066803]","[500.0849304199219, 178.13189697265625, 0.4714072346687317]","[492.3145751953125, 176.33592224121094, 0.05946586653590202]","[487.5328063964844, 208.6631622314453, 0.5801417231559753]","[482.1533203125, 191.90089416503906, 0.10642489045858383]","[500.0849304199219, 204.4726104736328, 0.084610715508461]","[485.1419372558594, 199.08473205566406, 0.07321033626794815]","[507.257568359375, 257.15399169921875, 0.28008168935775757]","[468.40576171875, 257.15399169921875, 0.2639039158821106]","[518.6142578125, 305.6448669433594, 0.29765784740448]","[451.6695861816406, 305.0461730957031, 0.25217941403388977]","[494.10772705078125, 139.81814575195312]","[492.6134338378906, 201.77867126464844]"
subject_02,37,"[472.194091796875, 115.86151123046875, 0.6241616010665894]","[494.9632263183594, 142.8588104248047, 0.27835848927497864]","[481.7810974121094, 139.85911560058594, 0.20276877284049988]","[493.76483154296875, 177.65533447265625, 0.44798535108566284]","[481.7810974121094, 178.25526428222656, 0.08459749817848206]","[479.9835205078125, 208.2522735595703, 0.853314995765686]","[473.3924865722656, 195.65353393554688, 0.08379998803138733]","[493.1656494140625, 204.6526336669922, 0.11415455490350723]","[475.78924560546875, 201.05299377441406, 0.09307244420051575]","[503.9510192871094, 258.04730224609375, 0.34832483530044556]","[462.60711669921875, 260.44708251953125, 0.2678309977054596]","[517.1331176757812, 304.84259033203125, 0.3301340639591217]","[439.8380126953125, 304.84259033203125, 0.2965426445007324]","[488.3721618652344, 141.3589630126953]","[484.4774475097656, 202.85281372070312]"
subject_02,38,"[465.95111083984375, 115.33979034423828, 0.6408207416534424]","[487.44879150390625, 142.89547729492188, 0.32990720868110657]","[476.699951171875, 139.30125427246094, 0.22377434372901917]","[487.44879150390625, 178.8376922607422, 0.6140013337135315]","[477.297119140625, 178.2386474609375, 0.07118785381317139]","[473.1170349121094, 208.78952026367188, 0.7467244863510132]","[469.5340881347656, 201.60107421875, 0.06283780932426453]","[487.44879150390625, 205.19529724121094, 0.11512688547372818]","[471.92266845703125, 203.99722290039062, 0.09486346691846848]","[499.98907470703125, 258.50958251953125, 0.3141895830631256]","[455.2023010253906, 258.50958251953125, 0.3597766160964966]","[517.306640625, 304.6354064941406, 0.379704087972641]","[436.6904296875, 305.8334655761719, 0.3207049071788788]","[482.0743713378906, 141.09835815429688]","[479.68572998046875, 204.59625244140625]"
subject_02,39,"[459.57342529296875, 113.65211486816406, 0.856450080871582]","[481.76068115234375, 141.82113647460938, 0.3729456961154938]","[469.767578125, 138.22509765625, 0.2169179618358612]","[482.3603515625, 177.7816162109375, 0.6223512887954712]","[470.36724853515625, 177.7816162109375, 0.07486186176538467]","[467.9685974121094, 208.9473419189453, 0.8121270537376404]","[462.5716857910156, 194.5631561279297, 0.0877581536769867]","[480.5613708496094, 204.15260314941406, 0.09963306784629822]","[465.5699768066406, 201.15589904785156, 0.10466866940259933]","[494.35345458984375, 258.6926574707031, 0.33692294359207153]","[448.7796325683594, 257.4939880371094, 0.4277234375476837]","[516.5407104492188, 303.6432189941406, 0.31097960472106934]","[434.38787841796875, 309.6366271972656, 0.2716553807258606]","[475.7641296386719, 140.0231170654297]","[473.065673828125, 202.6542510986328]"
subject_02,40,"[454.935546875, 117.50391387939453, 0.7339334487915039]","[475.2690124511719, 143.26528930664062, 0.3313369154930115]","[463.90618896484375, 139.0715789794922, 0.2449725866317749]","[475.8670654296875, 178.6123046875, 0.5020068883895874]","[464.5042419433594, 178.01319885253906, 0.08661302924156189]","[462.112060546875, 209.16651916503906, 0.7153899669647217]","[454.3375244140625, 194.18896484375, 0.21004867553710938]","[473.4748840332031, 202.57640075683594, 0.08586874604225159]","[458.5238037109375, 201.37818908691406, 0.1128736138343811]","[486.6318359375, 258.8919982910156, 0.2947145700454712]","[443.57269287109375, 257.69378662109375, 0.2992359399795532]","[513.5438232421875, 301.42822265625, 0.31623369455337524]","[432.2098693847656, 309.8156433105469, 0.2474474161863327]","[469.58758544921875, 141.16842651367188]","[465.99932861328125, 201.977294921875]"
subject_02,41,"[448.404296875, 116.67868041992188, 0.5532919764518738]","[468.74432373046875, 142.47401428222656, 0.3500252366065979]","[457.37786865234375, 138.2747802734375, 0.25697067379951477]","[470.5390625, 177.26773071289062, 0.5532342791557312]","[459.7707824707031, 176.66783142089844, 0.06458622217178345]","[458.5743103027344, 209.0619659423828, 0.5884310007095337]","[447.8060607910156, 197.0641632080078, 0.134803906083107]","[468.1460876464844, 204.86273193359375, 0.07644177973270416]","[451.9937438964844, 201.2633819580078, 0.11700848489999771]","[475.324951171875, 261.2525634765625, 0.3017219305038452]","[437.63604736328125, 257.6531677246094, 0.383230596780777]","[509.4244384765625, 297.24603271484375, 0.3523704409599304]","[431.0554504394531, 310.44366455078125, 0.29958024621009827]","[463.06109619140625, 140.3743896484375]","[460.0699157714844, 203.06304931640625]"
subject_02,42,"[442.4715270996094, 112.4126968383789, 0.751692533493042]","[464.0012512207031, 142.95510864257812, 0.2565435767173767]","[450.24615478515625, 137.56527709960938, 0.19460256397724152]","[464.0012512207031, 180.08509826660156, 0.5884672999382019]","[449.050048828125, 176.4918670654297, 0.06122715398669243]","[453.8344421386719, 208.8308868408203, 0.7195751070976257]","[441.87347412109375, 194.45799255371094, 0.1598702222108841]","[460.4129638671875, 204.03993225097656, 0.0690700113773346]","[445.4617614746094, 200.4467010498047, 0.12522821128368378]","[464.0012512207031, 263.328125, 0.3345447778701782]","[432.9027404785156, 259.7348937988281, 0.3503498136997223]","[501.6783447265625, 292.67279052734375, 0.32604262232780457]","[431.10858154296875, 309.4411926269531, 0.3289695978164673]","[457.12371826171875, 140.26019287109375]","[452.9373779296875, 202.24331665039062]"
subject_02,43,"[437.2306823730469, 114.1653823852539, 0.5685048699378967]","[457.5819091796875, 141.73228454589844, 0.2730388939380646]","[445.01202392578125, 137.53732299804688, 0.18172764778137207]","[458.77899169921875, 180.08621215820312, 0.5190752744674683]","[444.4134521484375, 175.89125061035156, 0.07334829121828079]","[450.9976501464844, 208.25238037109375, 0.7361322641372681]","[435.4349670410156, 196.86605834960938, 0.14369679987430573]","[449.8005065917969, 200.46173095703125, 0.10068096965551376]","[437.8292236328125, 199.86244201660156, 0.11158107221126556]","[452.1947937011719, 263.9854431152344, 0.3743364214897156]","[430.64642333984375, 260.3897705078125, 0.3700530529022217]","[492.8972473144531, 290.9530334472656, 0.2814902663230896]","[430.64642333984375, 310.1300048828125, 0.32652851939201355]","[451.2969665527344, 139.63479614257812]","[443.81488037109375, 200.16207885742188]"
subject_02,44,"[429.3597106933594, 112.85578918457031, 0.6014582514762878]","[452.61895751953125, 141.58090209960938, 0.2529948353767395]","[437.70916748046875, 137.39181518554688, 0.1621471643447876]","[453.21533203125, 177.48728942871094, 0.38911116123199463]","[440.0947570800781, 173.2982177734375, 0.03626729175448418]","[445.4622497558594, 209.8030548095703, 0.5325804948806763]","[431.7452697753906, 195.44049072265625, 0.08786942064762115]","[444.8658752441406, 200.8264617919922, 0.0852547287940979]","[432.3416748046875, 199.0311279296875, 0.08358687907457352]","[439.49835205078125, 262.46575927734375, 0.2349468469619751]","[428.16693115234375, 259.47357177734375, 0.2829446494579315]","[481.2456970214844, 289.9939880371094, 0.21032527089118958]","[431.1488952636719, 310.93939208984375, 0.29996299743652344]","[445.1640625, 139.48635864257812]","[438.603759765625, 199.92880249023438]"
subject_02,45,"[424.7868957519531, 111.93303680419922, 0.4224337637424469]","[448.0833740234375, 139.5150604248047, 0.2009851485490799]","[433.1497497558594, 135.9174041748047, 0.16190855205059052]","[449.278076171875, 174.29238891601562, 0.31231689453125]","[430.16302490234375, 173.69277954101562, 0.051024891436100006]","[442.707275390625, 207.27088928222656, 0.5895113348960876]","[425.3842468261719, 198.27674865722656, 0.06835681200027466]","[439.1231994628906, 199.47596740722656, 0.09119944274425507]","[427.77362060546875, 198.87635803222656, 0.08258548378944397]","[427.77362060546875, 260.6361083984375, 0.2725008726119995]","[425.98162841796875, 260.6361083984375, 0.16279582679271698]","[467.1984558105469, 288.8177185058594, 0.229594886302948]","[430.7603759765625, 310.4036560058594, 0.22593674063682556]","[440.6165771484375, 137.7162322998047]","[433.44842529296875, 199.17616271972656]"
subject_02,46,"[418.0309143066406, 110.08856201171875, 0.43285414576530457]","[442.4318542480469, 138.8737335205078, 0.23584169149398804]","[426.9580993652344, 135.8752899169922, 0.11790638417005539]","[443.62213134765625, 176.05459594726562, 0.3634635806083679]","[428.14837646484375, 173.05613708496094, 0.03838099539279938]","[439.4560852050781, 207.83822631835938, 0.48944684863090515]","[420.4114990234375, 201.84130859375, 0.07643494755029678]","[435.29010009765625, 200.6419219970703, 0.07504540681838989]","[422.19696044921875, 200.04225158691406, 0.07079200446605682]","[416.2455139160156, 259.41168212890625, 0.1800508201122284]","[426.3629455566406, 258.8119812011719, 0.1412729024887085]","[453.73956298828125, 290.5956115722656, 0.17378832399845123]","[431.1241149902344, 311.5848083496094, 0.18799139559268951]","[434.6949768066406, 137.37451171875]","[428.7435302734375, 200.3420867919922]"
subject_02,47,"[412.63299560546875, 110.1245346069336, 0.2896048128604889]","[436.39532470703125, 137.07168579101562, 0.22277000546455383]","[419.7616882324219, 136.4728546142578, 0.12070558965206146]","[438.177490234375, 175.39649963378906, 0.3108856678009033]","[417.3854675292969, 177.7917938232422, 0.12943506240844727]","[435.20721435546875, 208.9307098388672, 0.4778103828430176]","[408.4745788574219, 204.73895263671875, 0.25295886397361755]","[429.2666320800781, 201.14598083496094, 0.0688246414065361]","[417.9795227050781, 201.14598083496094, 0.0629781037569046]","[407.8805236816406, 256.2379150390625, 0.16509687900543213]","[425.7023010253906, 256.2379150390625, 0.10712794214487076]","[440.5537414550781, 298.7545166015625, 0.0997149795293808]","[437.58343505859375, 293.96392822265625, 0.038100194185972214]","[428.0784912109375, 136.77227783203125]","[423.6230773925781, 201.14598083496094]"
subject_02,48,"[407.71002197265625, 110.6871566772461, 0.27579623460769653]","[431.6346130371094, 139.4673614501953, 0.21551598608493805]","[413.69122314453125, 136.46942138671875, 0.13295453786849976]","[433.4289855957031, 176.64178466796875, 0.36315634846687317]","[410.7006530761719, 176.64178466796875, 0.16524633765220642]","[432.2327575683594, 207.8203582763672, 0.4298757314682007]","[398.73834228515625, 206.02159118652344, 0.41947150230407715]","[422.6629333496094, 203.02365112304688, 0.07677343487739563]","[411.8968505859375, 200.0257110595703, 0.08810758590698242]","[397.5421142578125, 257.58612060546875, 0.3178381323814392]","[423.859130859375, 256.3869323730469, 0.1992848664522171]","[423.859130859375, 299.5572509765625, 0.12708133459091187]","[430.43841552734375, 303.7543640136719, 0.05184723809361458]","[422.66290283203125, 137.9683837890625]","[417.2799072265625, 201.52468872070312]"
subject_02,49,"[400.910400390625, 112.10575866699219, 0.38394197821617126]","[425.3744812011719, 139.6792755126953, 0.22998259961605072]","[408.0706481933594, 139.07984924316406, 0.16003966331481934]","[428.35791015625, 177.4429931640625, 0.3479675352573395]","[403.89385986328125, 177.4429931640625, 0.23278404772281647]","[427.7612609863281, 211.61016845703125, 0.4893527328968048]","[389.57342529296875, 206.21536254882812, 0.37325581908226013]","[418.21429443359375, 203.81765747070312, 0.09941628575325012]","[408.0706481933594, 202.61880493164062, 0.08219552040100098]","[390.17010498046875, 256.5669860839844, 0.2552138566970825]","[421.7944030761719, 257.76580810546875, 0.23005619645118713]","[407.4739685058594, 307.5180358886719, 0.15514405071735382]","[430.7446594238281, 308.7168884277344, 0.15375199913978577]","[416.7225646972656, 139.3795623779297]","[413.1424560546875, 203.21823120117188]"
subject_02,50,"[396.8226623535156, 113.26422119140625, 0.36376136541366577]","[418.9056701660156, 140.81436157226562, 0.2176787108182907]","[402.1942138671875, 137.8197784423828, 0.19770091772079468]","[423.680419921875, 178.54608154296875, 0.44046515226364136]","[397.41949462890625, 175.55149841308594, 0.2601858973503113]","[424.2772216796875, 212.68429565429688, 0.5496213436126709]","[380.7080383300781, 204.89837646484375, 0.43606239557266235]","[411.1467590332031, 207.29403686523438, 0.09315450489521027]","[402.1942138671875, 203.7005615234375, 0.07163447886705399]","[384.8858947753906, 257.6029968261719, 0.25683480501174927]","[419.50250244140625, 261.19647216796875, 0.2227453887462616]","[387.8700866699219, 312.7032775878906, 0.21572628617286682]","[430.24560546875, 309.1097717285156, 0.24981771409511566]","[410.5499267578125, 139.31707763671875]","[406.67047119140625, 205.49729919433594]"
subject_02,51,"[388.0269775390625, 112.29481506347656, 0.61234050989151]","[411.9163818359375, 141.63348388671875, 0.2662125527858734]","[395.791015625, 141.03472900390625, 0.21253067255020142]","[417.88873291015625, 178.15711975097656, 0.39630961418151855]","[388.62420654296875, 180.55210876464844, 0.45431792736053467]","[419.08319091796875, 214.68077087402344, 0.8149906396865845]","[372.4988708496094, 206.2982940673828, 0.7041916251182556]","[405.3467712402344, 202.10707092285156, 0.12621289491653442]","[396.38824462890625, 201.50831604003906, 0.1197209283709526]","[380.8601379394531, 257.7906494140625, 0.31816816329956055]","[415.499755859375, 259.5868835449219, 0.2823635935783386]","[370.1098937988281, 312.2767333984375, 0.2560329735279083]","[429.83343505859375, 308.08551025390625, 0.3182714581489563]","[403.85369873046875, 141.3341064453125]","[400.86749267578125, 201.8076934814453]"
subject_02,52,"[382.0103759765625, 116.14714813232422, 0.6193102598190308]","[405.88720703125, 143.0985565185547, 0.32622045278549194]","[389.1734313964844, 141.3018035888672, 0.2557007968425751]","[411.8564147949219, 179.63267517089844, 0.46958833932876587]","[383.2042236328125, 177.83592224121094, 0.380982905626297]","[414.24407958984375, 216.1668243408203, 0.6667018532752991]","[364.6997375488281, 205.98516845703125, 0.7658488750457764]","[399.9179992675781, 204.78732299804688, 0.13143761456012726]","[390.9642333984375, 204.1884002685547, 0.11087781190872192]","[378.4288635253906, 259.2890625, 0.24771034717559814]","[411.8564147949219, 262.2836608886719, 0.3057343065738678]","[355.7458801269531, 310.79620361328125, 0.31315577030181885]","[428.5701904296875, 307.20269775390625, 0.3603329062461853]","[397.53033447265625, 142.20018005371094]","[395.44110107421875, 204.48785400390625]"
subject_02,53,"[377.0054016113281, 115.33072662353516, 0.6185059547424316]","[400.3397521972656, 145.85092163085938, 0.3032461404800415]","[383.5868835449219, 142.85874938964844, 0.298406183719635]","[405.7245788574219, 183.5523223876953, 0.589236319065094]","[377.0054016113281, 179.9617156982422, 0.4154966175556183]","[408.7161865234375, 216.4662628173828, 1.199776530265808]","[357.2609558105469, 207.48974609375, 0.7691609859466553]","[394.3565673828125, 203.8991241455078, 0.13619619607925415]","[384.1851806640625, 202.7022705078125, 0.13314411044120789]","[371.6205749511719, 260.75048828125, 0.3874220550060272]","[406.3229064941406, 261.3489074707031, 0.3632013499736786]","[348.28619384765625, 310.4206237792969, 0.30809885263442993]","[427.8623046875, 306.2315368652344, 0.3496180772781372]","[391.96331787109375, 144.35482788085938]","[389.2708740234375, 203.30068969726562]"
subject_02,54,"[369.82275390625, 117.81749725341797, 0.7727603912353516]","[393.1509704589844, 145.36550903320312, 0.4164879620075226]","[376.4024963378906, 144.1677703857422, 0.2756287455558777]","[399.1325378417969, 183.69317626953125, 0.5636228919029236]","[372.2153625488281, 178.30332946777344, 0.3933590352535248]","[403.3196716308594, 217.8287353515625, 0.9629039168357849]","[351.8779296875, 207.64794921875, 0.801896870136261]","[387.1693420410156, 207.04908752441406, 0.11928612738847733]","[378.1969909667969, 205.85134887695312, 0.11305872350931168]","[363.84112548828125, 262.14508056640625, 0.41061797738075256]","[400.9270324707031, 263.34283447265625, 0.377274751663208]","[344.70001220703125, 316.0433349609375, 0.3268676698207855]","[426.64788818359375, 305.2637023925781, 0.38428133726119995]","[384.7767333984375, 144.76663208007812]","[382.68316650390625, 206.45022583007812]"
subject_02,55,"[363.8157653808594, 115.70440673828125, 0.6306455731391907]","[385.91705322265625, 144.47259521484375, 0.36676225066185]","[371.5810546875, 142.67457580566406, 0.28817617893218994]","[391.29302978515625, 183.42953491210938, 0.6625913977622986]","[365.60772705078125, 179.83349609375, 0.3918323814868927]","[396.07171630859375, 218.79042053222656, 1.4637194871902466]","[347.6877746582031, 207.4030303955078, 0.6385064721107483]","[378.7490539550781, 207.4030303955078, 0.14176954329013824]","[369.7890625, 205.60499572753906, 0.12426100671291351]","[357.2450866699219, 261.9427185058594, 0.41039320826530457]","[391.29302978515625, 262.54205322265625, 0.36268875002861023]","[341.7144470214844, 315.8830871582031, 0.375581294298172]","[423.5489807128906, 302.6976623535156, 0.45641082525253296]","[378.7490539550781, 143.57357788085938]","[374.26904296875, 206.50401306152344]"
subject_02,56,"[357.2023620605469, 114.92777252197266, 0.8764405846595764]","[379.9212646484375, 146.1117401123047, 0.3508404493331909]","[362.58319091796875, 142.51358032226562, 0.24155983328819275]","[384.1063232421875, 183.89230346679688, 0.5763843059539795]","[357.80023193359375, 179.69444274902344, 0.42631399631500244]","[387.6935119628906, 218.07470703125, 0.8824845552444458]","[342.8536071777344, 208.47964477539062, 0.7754842638969421]","[371.5511474609375, 205.48118591308594, 0.1308940201997757]","[361.9853210449219, 205.48118591308594, 0.15816470980644226]","[351.82159423828125, 262.4518737792969, 0.46464279294013977]","[379.3233947753906, 263.05157470703125, 0.4299054741859436]","[340.462158203125, 315.8244323730469, 0.3122009038925171]","[417.5867614746094, 299.0330505371094, 0.4057987928390503]","[371.2522277832031, 144.31265258789062]","[366.76824951171875, 205.48118591308594]"
subject_02,57,"[351.1385192871094, 115.27236938476562, 0.7569802403450012]","[373.2366638183594, 144.04840087890625, 0.3850136399269104]","[357.708251953125, 140.45138549804688, 0.2682062089443207]","[376.222900390625, 183.01593017578125, 0.5972007513046265]","[351.73577880859375, 178.2199249267578, 0.28456154465675354]","[379.20916748046875, 218.98594665527344, 0.7037896513938904]","[339.193603515625, 207.59544372558594, 0.5922372937202454]","[364.2779541015625, 202.19993591308594, 0.1643090397119522]","[354.7220153808594, 202.19993591308594, 0.14750315248966217]","[345.16607666015625, 261.5505065917969, 0.38892537355422974]","[367.8614501953125, 265.1474914550781, 0.3835783302783966]","[339.79083251953125, 316.10504150390625, 0.3215517997741699]","[408.4742736816406, 295.1225280761719, 0.33007171750068665]","[365.47247314453125, 142.24989318847656]","[359.5, 202.19993591308594]"
subject_02,58,"[345.60406494140625, 111.11528015136719, 0.7957993149757385]","[365.9837646484375, 143.45851135253906, 0.3159097135066986]","[352.7969055175781, 137.46902465820312, 0.194245383143425]","[368.9808349609375, 182.39019775390625, 0.5560284852981567]","[349.20050048828125, 178.1975555419922, 0.22706778347492218]","[370.17962646484375, 217.7281951904297, 0.6067750453948975]","[338.4112243652344, 203.95236206054688, 0.45046743750572205]","[357.5921630859375, 203.95236206054688, 0.1343284398317337]","[348.0016784667969, 203.35340881347656, 0.13608042895793915]","[340.8088073730469, 262.64935302734375, 0.3412058353424072]","[354.59515380859375, 266.2430419921875, 0.21737205982208252]","[338.4112243652344, 316.55474853515625, 0.2722359597682953]","[398.35162353515625, 291.99786376953125, 0.20024332404136658]","[359.39031982421875, 140.46377563476562]","[352.79693603515625, 203.65289306640625]"
subject_02,59,"[338.67437744140625, 111.8333511352539, 0.49451953172683716]","[360.14300537109375, 143.0234375, 0.2538118064403534]","[346.4269104003906, 138.82476806640625, 0.1678783893585205]","[361.335693359375, 180.2116241455078, 0.3863871097564697]","[344.6378479003906, 177.8123779296875, 0.1529971808195114]","[360.14300537109375, 216.20018005371094, 0.5061333179473877]","[334.4999084472656, 206.00341796875, 0.42676857113838196]","[352.98675537109375, 204.20399475097656, 0.11110182106494904]","[341.6561279296875, 204.80380249023438, 0.10303226113319397]","[339.8670654296875, 264.78472900390625, 0.23724694550037384]","[337.4816589355469, 263.58514404296875, 0.14270421862602234]","[338.0780029296875, 317.5679626464844, 0.25640934705734253]","[386.3824157714844, 292.3759765625, 0.18481861054897308]","[353.28497314453125, 140.92410278320312]","[347.3214416503906, 204.50390625]"
subject_02,60,"[332.6220397949219, 111.37760162353516, 0.5061637163162231]","[353.5738830566406, 143.1132049560547, 0.2091270089149475]","[339.8055419921875, 138.3229217529297, 0.14442552626132965]","[353.5738830566406, 183.23178100585938, 0.47012871503829956]","[338.6082763671875, 179.63906860351562, 0.08901853114366531]","[349.383544921875, 215.566162109375, 0.565957248210907]","[330.826171875, 206.5843963623047, 0.2186741679906845]","[346.3904113769531, 205.38681030273438, 0.08625239878892899]","[336.8124084472656, 205.38681030273438, 0.057482462376356125]","[338.0096435546875, 264.66650390625, 0.20488403737545013]","[327.8330383300781, 259.876220703125, 0.22865407168865204]","[338.0096435546875, 316.76080322265625, 0.239332914352417]","[373.9271240234375, 293.4081726074219, 0.18643496930599213]","[346.689697265625, 140.7180633544922]","[341.6014099121094, 205.38681030273438]"
subject_02,61,"[326.2652587890625, 110.74784088134766, 0.4560166597366333]","[347.72247314453125, 141.3094482421875, 0.21548916399478912]","[334.6097412109375, 137.11473083496094, 0.1554829329252243]","[347.1264343261719, 181.4590301513672, 0.33214038610458374]","[328.05340576171875, 175.466552734375, 0.051231976598501205]","[339.97406005859375, 213.81837463378906, 0.5443965196609497]","[327.4573669433594, 206.0281524658203, 0.07281707972288132]","[338.7820129394531, 202.43267822265625, 0.051358167082071304]","[331.62957763671875, 201.83343505859375, 0.05793819576501846]","[335.2057800292969, 265.9529113769531, 0.11647292971611023]","[317.3247985839844, 261.1589050292969, 0.24554072320461273]","[338.7820129394531, 318.08740234375, 0.24434086680412292]","[355.4709167480469, 291.72052001953125, 0.17609675228595734]","[341.1661071777344, 139.21209716796875]","[335.205810546875, 202.133056640625]"
subject_02,62,"[320.3715515136719, 109.6427230834961, 0.4491296708583832]","[340.73114013671875, 139.58489990234375, 0.23441457748413086]","[329.9525451660156, 135.3929901123047, 0.13773564994335175]","[338.3359069824219, 181.50392150878906, 0.4067889451980591]","[328.1561279296875, 176.71319580078125, 0.034894850105047226]","[328.7549133300781, 213.2426300048828, 0.4384867250919342]","[322.1679992675781, 199.46925354003906, 0.06479446589946747]","[337.7370910644531, 207.85304260253906, 0.06707703322172165]","[324.5632629394531, 203.06228637695312, 0.06457404792308807]","[332.94659423828125, 262.9466552734375, 0.15075938403606415]","[307.1977233886719, 259.35357666015625, 0.28092488646507263]","[338.9346923828125, 318.04022216796875, 0.19617877900600433]","[340.73114013671875, 294.08648681640625, 0.09582974761724472]","[335.34185791015625, 137.48895263671875]","[331.1501770019531, 205.45767211914062]"
subject_02,63,"[313.6845703125, 110.02399444580078, 0.5244848728179932]","[333.96148681640625, 139.9643096923828, 0.22175410389900208]","[323.2266845703125, 135.7726593017578, 0.14131991565227509]","[329.7868347167969, 179.4855194091797, 0.31432271003723145]","[322.0339050292969, 177.09030151367188, 0.04462524503469467]","[319.052001953125, 210.02464294433594, 0.4720129668712616]","[313.6845703125, 205.2341766357422, 0.05254296585917473]","[330.9796142578125, 204.63539123535156, 0.10263485461473465]","[317.8592529296875, 201.04254150390625, 0.0739346519112587]","[330.3832092285156, 264.5159912109375, 0.1802072674036026]","[299.3714904785156, 257.9291076660156, 0.2278899997472763]","[338.7325134277344, 317.2109375, 0.1605597734451294]","[323.2266845703125, 299.8455505371094, 0.16856814920902252]","[328.5940856933594, 137.8684844970703]","[324.41943359375, 202.83895874023438]"
subject_02,64,"[306.3076477050781, 107.50052642822266, 0.4543200433254242]","[327.76641845703125, 140.46575927734375, 0.21566809713840485]","[317.03704833984375, 136.2701873779297, 0.13716241717338562]","[322.4017333984375, 180.02403259277344, 0.35058122873306274]","[317.03704833984375, 176.42784118652344, 0.055637821555137634]","[308.69195556640625, 209.992431640625, 0.6117833256721497]","[306.3076477050781, 206.99557495117188, 0.037732210010290146]","[325.3821105957031, 205.19747924804688, 0.07974637299776077]","[312.2684020996094, 204.5980987548828, 0.07093732059001923]","[328.95855712890625, 265.733642578125, 0.1972924768924713]","[292.0018005371094, 257.34246826171875, 0.27822744846343994]","[338.4958190917969, 317.2792663574219, 0.19348551332950592]","[307.4997863769531, 308.8880920410156, 0.18477147817611694]","[322.4017333984375, 138.36798095703125]","[318.82525634765625, 204.89779663085938]"
subject_02,65,"[280.0193786621094, 112.57096099853516, 0.6923346519470215]","[299.2077941894531, 141.9600830078125, 0.37641146779060364]","[293.21142578125, 140.76052856445312, 0.21614377200603485]","[293.21142578125, 179.74610900878906, 0.8264108300209045]","[287.2150573730469, 183.94454956054688, 0.10700400173664093]","[271.62445068359375, 209.13523864746094, 0.7562844753265381]","[273.4233703613281, 208.53546142578125, 0.2280122935771942]","[299.8074645996094, 208.53546142578125, 0.12641741335391998]","[286.0157775878906, 209.73501586914062, 0.10926814377307892]","[315.9976806640625, 266.71392822265625, 0.31222134828567505]","[271.0248107910156, 266.1141357421875, 0.3780791163444519]","[336.3853759765625, 313.49664306640625, 0.36619019508361816]","[248.83819580078125, 312.8968505859375, 0.3649696409702301]","[296.2095947265625, 141.3603057861328]","[292.91162109375, 209.13523864746094]"
subject_02,66,"[272.53521728515625, 112.58721923828125, 0.5542897582054138]","[291.1180419921875, 142.5758819580078, 0.3636624813079834]","[283.9247131347656, 140.1768035888672, 0.24724717438220978]","[286.3224792480469, 180.3616180419922, 0.6526279449462891]","[281.52691650390625, 183.36048889160156, 0.08043941110372543]","[264.14300537109375, 209.7505340576172, 0.9516065716743469]","[264.14300537109375, 210.3502960205078, 0.23880493640899658]","[291.1180419921875, 209.7505340576172, 0.13521847128868103]","[277.93023681640625, 210.3502960205078, 0.12386646866798401]","[310.3003234863281, 268.5283203125, 0.35542598366737366]","[263.5435485839844, 263.13037109375, 0.529259979724884]","[334.8775939941406, 312.9115905761719, 0.4287855923175812]","[246.15960693359375, 315.910400390625, 0.4141518771648407]","[287.5213623046875, 141.3763427734375]","[284.5241394042969, 210.0504150390625]"
